Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,2007,2.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,2006,2.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,2005,2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,2004,1.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,2003,1.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,2002,1.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,2001,1.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,2000,1.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,1999,1.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,1998,1.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,1997,1.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,1996,1.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,1995,1.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,1994,1.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,1993,1.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,1992,1.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,1991,1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,1990,1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,1989,0.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,1988,0.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,1987,0.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,1986,0.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,1985,0.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,1984,0.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,1983,0.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,1982,0.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,1981,0.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,1980,0.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,1979,0.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,1978,0.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,1977,0.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,1976,0.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,1975,0.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,2016,3.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,2015,3.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,2014,3.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,2013,3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,2012,2.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,2011,2.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,2010,2.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,2009,2.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,2008,2.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,2007,2.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,2006,2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,2005,1.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,2004,1.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,2003,1.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,2002,1.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,2001,1.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,2000,1.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,1999,1.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,1998,1.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,1997,1.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,1996,1.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,1995,1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,1994,0.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,1993,0.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,1992,0.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,1991,0.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,1990,0.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,1989,0.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,1988,0.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,1987,0.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,1986,0.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,1985,0.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,1984,0.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,1983,0.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,1982,0.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,1981,0.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,1980,0.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,1979,0.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,1978,0.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,1977,0.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,1976,0.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,1975,0.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,2016,5.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,2015,5.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,2014,5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,2013,4.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,2012,4.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,2011,4.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,2010,4.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,2009,3.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,2008,3.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,2007,3.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,2006,3.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,2005,3.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,2004,2.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,2003,2.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,2002,2.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,2001,2.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,2000,2.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1999,2.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1998,2.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1997,2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1996,1.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1995,1.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1994,1.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1993,1.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1992,1.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1991,1.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1990,1.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1989,1.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1988,1.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1987,1.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1986,1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1985,1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1984,0.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1983,0.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1982,0.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1981,0.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1980,0.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1979,0.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1978,0.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1977,0.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1976,0.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1975,0.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,2016,21.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,2015,20.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,2014,19.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,2013,18.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,2012,18.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,2011,17.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,2010,16.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,2009,16,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,2008,15.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,2007,14.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,2006,14,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,2005,13.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,2004,12.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,2003,12.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,2002,11.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,2001,11.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,2000,10.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,1999,10,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,1998,9.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,1997,9.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,1996,8.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,1995,8.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,1994,7.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,1993,7.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,1992,7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,1991,6.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,1990,6.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,1989,5.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,1988,5.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,1987,5.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,1986,5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,1985,4.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,1984,4.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,1983,4.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,1982,4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,1981,3.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,1980,3.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,1979,3.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,1978,3.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,1977,3.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,1976,3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,1975,2.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Cote d'Ivoire,CIV,2016,5.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Cote d'Ivoire,CIV,2015,5.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Cote d'Ivoire,CIV,2014,5.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Cote d'Ivoire,CIV,2013,4.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Cote d'Ivoire,CIV,2012,4.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Cote d'Ivoire,CIV,2011,4.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Cote d'Ivoire,CIV,2010,4.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Cote d'Ivoire,CIV,2009,4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Cote d'Ivoire,CIV,2008,3.7,male
